UniqueID,Class,Order,Family,ScientificName,CommonName,Plate,Ref,MichiganSleepingBear,GreatSmokyMountains,Acadia,YellowstoneGrandTeton,Glacier,JoshuaTree,Zion,Saguaro,MichiganIsleRoyale,Everglades,NorthCascadesOlympic,Redwoods,Yosemite,Habitat,SizeMinimumInches,SizeMaximumInches,Notes,DailyActivity,YearlyActivity,IUCN,Diet,Predators
H0143,Reptilia,Squamata,Colubridae,Lampropeltis triangulum elapsoides,Scarlet Kingsnake,,622,,,,,,,,,,COMMON,,,,"Pine flatwoods, hammocks, pine savannas, and forests.",14,78,Non Venomous. Usually discovered under rotting logs or stumps. Secretive and usually not seen in the open except at night.,Nocturnal,Spring Summer Fall,Least Concern,"Rodents, lizards, and snakes.","Raccoons, foxes, skunks, and coyotes."
H0144,Reptilia,Squamata,Colubridae,Lampropeltis triangulum triangulum,Eastern Milk Snake,597,622,UNKNOWN,UNCOMMON,COMMON,,,,,,,,,,,Usually found around coniferous or deciduous forest edges.,14,78,Non Venomous. Usually discovered under rotting logs or stumps. Secretive and usually not seen in the open except at night.,Nocturnal,Spring Summer Fall,Least Concern,"Rodents, lizards, and snakes.","Raccoons, foxes, skunks, and coyotes."
H0145,Reptilia,Squamata,Colubridae,Lampropeltis zonata,California Mountain Kingsnake,599,625,,,,,,,,,,,,,UNCOMMON,"Associated with  moist woodlands such as coniferous forests, oak woodlands or coastal sage scrub. Commonly located within riparian zones with ample rocks and rotting logs where the sun reaches.",20,40,Hides under rotting logs and stones near sunlight stretches of rocky streams. A good climber.,Diurnal,Spring Summer Fall,Least Concern,Lizards and birds.,Possibly mammals and birds.
H0146,Reptilia,Squamata,Colubridae,Masticophis flagellum cingulum,Sonora Coachwhip,,628,,,,,,,UNKNOWN,COMMON,,,,,,"Deserts, scrublands, juniper-grasslands, woodlands, chaparral, and valleys.",36,102,"This terrestrial species can maneuver around different habitats, finding cover in foliage and under rocks. Fast! When pursued, may take to a tree or disappear into a burrow. If cornered, it coils, vibrates its tail, and will strike repeatedly.",Diurnal,Spring Summer Fall,Least Concern,"Lizards, snakes, insects, birds, and eggs.",Coyotes and owls.
H0147,Reptilia,Squamata,Colubridae,Masticophis bilineatus,Sonoran Whipsnake,,627,,,,,,,,COMMON,,,,,,"Thorny desert brushland to mountain pine-oak forest, generally in more open areas or near a stream.",30,67,Readily climbs into shrubs and trees in search of lizards and birds. Will flee at the approach of danger.,Diurnal,Spring Summer Fall,Least Concern,"Lizards, snakes, insects, birds, and eggs.",Coyotes and owls.
H0148,Reptilia,Squamata,Colubridae,Nerodia sipedon,Northern Water Snake,580,637,UNCOMMON,COMMON,,,,,,,,,,,,"Found in most aquatic situations from sea level to about 4800ft. Lakes, ponds, swamps, marshes, canals, ditches, bogs, streams, rivers, and even saltmarshes.",22,53,"Frequently encountered basking on rocks or stumps, hunting along shoreline vegetation, or caught sleeping in the shallows at night. Will flee if given the chance, but flattens body and strikes repeatedly if cornered. Often mistaken for venomous water moccasins.",Any,Spring Summer Fall,Least Concern,"Amphibians, fish, crayfish, snakes, birds, and mammals.","Humans, raccoons, skunks, and foxes."
H0149,Reptilia,Squamata,Colubridae,Nerodia taxispilota,Brown Water Snake,,639,,,,,,,,,,COMMON,,,,"Lakes, rivers, streams, swamps, marshes, and ponds, especially where overhanging vegetation is present.",28,69,"Primarily active during the day, but sometimes encountered foraging at night. It is quite arboreal, basking and sleeping on limbs overhanging the water. When frightened it drops from its resting place into the water. It readily bites.",Nocturnal,Spring summer Fall Winter,Least Concern,Frogs and fish.,"Alligators, humans, raccoons, and larger snakes."
H0150,Reptilia,Squamata,Colubridae,Nerodia floridana,Green Water Snake,,632,,,,,,,,,,ABUNDANT,,,,"Marshes, swamps, ditches, canals, bayous, and estuaries. Most frequent where there is little current and dense aquatic vegetation.",30,74,"Primarily diurnal, but often active in the early evening, feeding. When captured, it will smear their captors with musk.",Diurnal,Spring Summer Fall Winter,Least Concern,"Fish, frogs, and crayfish.","Birds, alligators, and turtles."
H0151,Reptilia,Squamata,Colubridae,Nerodia fasciata pictiventris,Southern Water Snake,,634,,,,,,,,,,ABUNDANT,,,,"Fresh- and saltwater situations; permanent lakes, ponds, cypress and mangrove swamps, marshes, and sluggish streams",16,62,"Fond of sunning, but active mostly at night after heavy rains when frogs are moving about. In cool weather, it is often found under vegetative debris. Commonly mistaken for the venomousCottonmouth, it defends itself when disturbed.",Any,Spring Summer Fall Winter,Least Concern,Fish and amphibians.,"Alligators, snakes, and herons."
H0152,Reptilia,Squamata,Colubridae,Opheodrys aestivus,Rough Green Snake,477,639,,COMMON,,,,,,,,COMMON,,,,"Vines, bushes, and trees near water; sea level to 5000ft. Typically found on forest edges near ponds or lakes. ",20,45,They forage in dense vegetation along pond and lake shorelines during the day. Nights are spent in trees. ,Diurnal,Spring Summer Fall,Least Concern,"Crickets, grasshoppers, and spiders.",Larger snakes and birds.
H0153,Reptilia,Squamata,Colubridae,Opheodrys vernalis,Smooth Green Snake,"475, 476",640,UNKNOWN,,COMMON,,,,,,,,,,,"Meadows, grassy marshes, moist grassy fields along forest edge, or the edges of streams; sea level to 5000ft. Prefers moist habitats and areas near permanent water sources.",14,26,"A capable climber, but largely terrestrial. Color provides excellent camouflage as it moves through grass and low shrubs.",Diurnal,Spring Summer Fall,Least Concern,"Crickets, grasshoppers, caterpillars, spiders, and slugs.","Birds, snakes, raccoons, and foxes."
H0154,Reptilia,Squamata,Colubridae,Phyllorhynchus decurtatus,Spotted Leaf-Nosed Snake,"571, 583",643,,,,,,COMMON,,,,,,,,"Open, sandy, or gravelly creosote bush desert; sea level to 3000ft. Creosote bush is typically present.",12,20,"A secretive, adept burrower. Commonly encountered in the evening on roads after heavy rains.",Nocturnal,Spring Summer Fall Winter,Least Concern,Geckos and eggs.,Birds.
H0155,Reptilia,Squamata,Colubridae,Pituophis melanoleucus affinis,Gopher Snake ,,644,,,,COMMON/N,,COMMON,UNKNOWN,COMMON,,,,ABUNDANT,UNCOMMON,"Found in a variety, including woodlands, deserts, chaparral, and shrublands. Often found in moist habitats, but spend most of their time in open parts of the habitats, such as grassland and forest edges.",48,100,"Sonoran, Pacific, Great Basin, and Bullsnake varieties. Takes refuge in mammal or tortoise burrows, or under large rocks or logs. When confronted, it hisses loudly, sometimes flattening its head, and then lunging at the intruder.",Diurnal,Spring Summer Fall,Least Concern,Rodents,Birds.
H0156,Reptilia,Squamata,Colubridae,Regina septemvittata,Queen Snake,503,648,UNCOMMON,UNCOMMON,,,,,,,,,,,,"Streams and small rivers with rocky margins and bottoms, and clear-sandy bottomed creeks in coastal plain.",16,36,"Almost only eats crayfish. Never found in areas that lack clean running streams with stony and rocky bottoms. Preferred habitats are open or partly shaded. Basks on rocks and logs along the water's edge, or hangs from tree limbs above the water.",Any,Spring Summer Fall,Least Concern,Crayfish,"Heron, raccoons, hawks, and mink."
H0157,Reptilia,Squamata,Colubridae,Regina alleni,Striped Crayfish Snake,510,646,,,,,,,,,,ABUNDANT,,,,"Freshwater marshes, sloughs, canals, shallow lakes, sphagnum bogs, and water choked by water hyacinth.",13,25,"Highly aquatic, it forages amid hyacinth roots and floating mats of vegetation.  Bask in direct sunlight during cool days and remains in the shade or underwater during hotter days.",Diurnal,Spring Summer Fall,Least Concern,Crayfish,"Herons, raccoons, and snakes."
H0158,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Long-Nosed snake,"593, 609",649,,,,,,COMMON,,COMMON,,,,,,"Dry open prairie, desert brushland, coastal chaparral to tropical habitat in Mexico; sea level to 5400ft",22,41,"A good burrower. Hides amid rocks or in underground burrows during the day. When captured, it tries to hide its head, cils its body, vibrates its tail, and then discharges a foul smelling secretion.",Nocturnal,Spring Summer Fall,Least Concern,"Lizards, amphibians, and rodents.",Birds
H0159,Reptilia,Squamata,Colubridae,Salvadora hexalepis,Western Patch-Nosed Snake,527,651,,,,,,COMMON,UNKNOWN,UNCOMMON,,,,,,"Barren creosote bush desert flats, sagebrush semidesert, and chaparral. sea level to 7000ft",22,45,"Agile and fast moving. Active much of the day. After warming in the morning sun, it searches for food.",Diurnal,Spring Summer Fall,Least Concern,"Lizards, snakes, mice, and eggs.",Birds
H0160,Reptilia,Squamata,Colubridae,Sonora semiannulata,Ground Snake,"459, 499, 555, 611",653,,,,,,,UNKNOWN,RARE,,,,,,"Dry open areas with loose sandy soil; rocky wooded or prairie hillsides, mesquite thickets along river beds, sand hummocks, vacant lots, brushy desert; sea level to 6000ft",8,19,Secretive burrower.  Often found on roadsides.,Nocturnal,Spring Summer Fall Winter,Least Concern,"Spiders, scorpions, crickets, and centipedes.",Birds
H0161,Reptilia,Squamata,Colubridae,Storeria dekayi dekayi,Northern Brown Snake,,654,UNCOMMON,UNKNOWN,,,,,,,,COMMON,,,,"Moist upland woodland to lowland freshwater and saltwater marshes; margins of swamps, bogs, and ponds.",10,20,"Typically found hiding among loose stones or flat rocks. Will spend most of their life underground, but during heavy rains they will sometimes go out into the open. Sometimes, hibernation spots will be shared with many other snakes.",Diurnal,Spring Summer Fall,Least Concern,"Earthworms, snails, and slugs.","Frogs, toads, hawks, and shrews."
H0162,Reptilia,Squamata,Colubridae,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,"501, 505",655,UNKNOWN,COMMON,COMMON,,,,,,COMMON,,,,,"Mountainous or hilly woodland; sphagnum bogs. Abundant in deciduous and mixed woodlands. They generally like damp, moist, and cool environments. ",8,16,"They often hide under bark, logs, rocks, and leaf litter. Occasionally seen basking in the open sun. When startled or captured, this snake curls up its upper lip on one or both sides.  Tend to be more active after rain. ",Diurnal,Spring Summer Fall,Least Concern,"Earthworms, snails, and slugs.","Snakes, hawks, squirrels, and raccoons."
H0163,Reptilia,Squamata,Colubridae,Thamnophis elegans,Western Terrestrial Garter Snake,511,667,,,,COMMON/UNCOMMON,COMMON,,,,,,,COMMON,COMMON,"Moist situations near water; margins of streams, ponds, lakes, damp meadows; open grassland to forest; sea level to 10500ft. Can also be found in deserts, plains, mountains, meadows, and forests. They will retreat to shelter when it is too hot during the summer and will also emerge from their dens to bask on rocks on warm winter days.",18,42,"Occasionally seen basking during morning hours in the open. When disturbed, it often takes to water.",Diurnal,Spring Summer Fall Winter,Least Concern,"Salamanders, small mammals, and lizards.",Birds and raccoons.
H0164,Reptilia,Squamata,Colubridae,Thamnophis ordinoides,Northwestern Garter Snake,512,669,,,,,,,,,,,UNKNOWN / COMMON,,,"Moist meadows, open grassy patches, pastures, and along the edge of thickets, but usually not in dense forest; sea level to 4000ft. Most commonly found next to the wood line of a forest or thicket.",15,26,"Most active on sunny days. May be found near water, but when danger approaches, it usually flees to the safety of underbrush.",Diurnal,Spring Summer Fall,Least Concern,"Slugs, earthworms, and salamanders.",Birds
H0165,Reptilia,Squamata,Colubridae,Thamnophis sirtalis,Garter Snake,539,674,COMMON,COMMON,COMMON,RARE/UNCOMMON,UNCOMMON,,,,COMMON,UNCOMMON,,ABUNDANT,UNCOMMON,"Near water - wet meadows, marshes, prairie swales, irrigation and drainage ditches, damp woodlands, farms, parks; sea level to 8000ft",18,51,"Eastern, Valley, and California Red-Sided varieties. The most commonly encountered snake in many parts of its range. Active during the day and most frequently seen amid moist vegetation where it searches for food. Able to tolerate cold weather and may be active all year in the southern part of its range. It hibernates in great numbers in community dens in the northern range. Ill tempered when first captured, it will bite. Often found near water, such as near the edges of ponds, lakes, ditches, and streams.",Diurnal,Spring Summer Fall Winter,Least Concern,"Earthworms, amphibians, crayfish, snails, and small fish.","Large fish, bullfrogs, snapping turtles, snakes, herons, raccoons, and foxes."
H0166,Reptilia,Squamata,Colubridae,Trimorphodon biscutatus,Lyre Snake,"568, 682",676,,,,,,COMMON,UNCOMMON,UNCOMMON,,,,,,"Rocky hillsides, slides and canyons, boulder-strewn mountain slopes; arid rocky coastal areas, desert to evergreen forest; sea level to 7400ft",24,47,Emerges at night from its rocky retreat to explore crevices and trees for food. Enlarged grooved teeth toward back of upper jaw introduce a mild venom into prey.,Nocturnal,Spring Summer Fall,Least Concern,"Lizards, rodents, and birds. ","Snakes, and birds."
H0167,Reptilia,Squamata,Colubridae,Thamnophis couchii,Sierra Garter Snake,504,664,,,,,,,,,,,,,COMMON,"Brackish coastal marshes, ponds, and lakes; clear, swift streams and river high in mountains. sea level to 8000ft",18,57,"Aquatic. Primarily active during the day, but may forage during early evening hours on warm days.",Diurnal,Spring Summer Fall  Winter,Least Concern,"Amphibians, fish, earthworms, and leeches.",Birds
H0168,Reptilia,Squamata,Viperidae,Agkistrodon contortix mokeson,Northern Copperhead,651,683,,COMMON,,,,,,,,,,,,Wooded hillsides with rock outcrops above streams or ponds; edges of swamps.,22,53,"Basks during the day in spring and fall, becoming nocturnal as the days grow warmer. Favored summer retreats are stonewalls, piles of debris near buildings, rotting logs, and large flat stones near streams. Copperhead bites are painful, but rare pose a serious threat to life.",Any,Spring Summer Fall,Least Concern,"Small rodents, lizards, frogs, and cicadas.",Owls and hawks.
H0169,Reptilia,Squamata,Viperidae,Agkistrodon piscivorus,Florida Cottonmouth,654,684,,,,,,,,,,COMMON,,,,"Lowland swamps, wetlands, lakes, rivers, bayheads, sloughs, irrigation ditches, canals, to small clear rocky mountain streams.",20,74,"Bite is serious and can be fatal. Do not disturb. When annoyed, it tends to stand its ground and may gape repeatedly at an intruder, exposing the light cotton lining of its mouth. It swims with head well out of water. Although it may be observed basking during the day, it is more active at night.",Any,Spring Summer Fall,Least Concern,"Sirens, frogs, fish, snakes, and birds.",Humans.
H0170,Reptilia,Squamata,Viperidae,Crotalus atrox,Western Diamondback Rattlesnake,639,686,,,,,,UNCOMMON,,COMMON,,,,,,"Arid and semiarid areas from plains to mountains; brushy desert, rocky canyons, bluffs along rivers, sparsely vegetated rocky foothills; sea level to 7000ft",34,83,"Capable of delivering a fatal bite. Aggressive. Causes more fatalities than any other snake. When disturbed, it usually stands its ground lifts its head well above its coiled, and sounds a buzzing warning. Active late in the day and at night during hot summer months. Hibernating specimens hid in rock crevices or the burrows of mammals.",Any,Spring Summer Fall,Least Concern,Rodents and birds.,Humans.
H0171,Reptilia,Squamata,Viperidae,Crotalus cerastes,Sidewinder,"634, 637",687,,,,,,COMMON,,UNCOMMON,,,,,,Arid desert flatland with sandy washes or mesquite-crowned sand hammocks.,17,32,Travels quickly over shifting surfaces by sidewinding. Leaves a trail of parallel J shaped markings.Hibernates in burrows of rodents or desert tortoises.  Usually encountered crossing roads between sundown and midnight in spring. During the day it occupies mammal burrows or hides in shelters beneath bushes.,Nocturnal,Spring Summer Fall,Least Concern,Small mammals and lizards.,"Snakes, coyotes, and hawks."
H0172,Reptilia,Squamata,Viperidae,Crotalus horridus,Timber Rattlesnake,"619, 620, 653",688,,COMMON,,,,,,,,,,,,Remote wooded hillsides with rock outcrops. Crevices in rocky cliffs or large boulders piled together make up the hibernating dens.,35,74,"Active in the daytime during spring and fall, and at night during the summer. They congregate in large numbers about rocky den sites. Often encountered coiled up, waiting for prey. Attack stance is well known, with snakes rising vertically with their head and neck forming an S, and when ready they thrust with fangs exposed.",Any,Spring Summer Fall,Least Concern,Small mammals and birds.,Humans.
H0173,Reptilia,Squamata,Viperidae,Crotalus adamanteus,Eastern Diamondback Rattlesnake,624,685,,,,,,,,,,COMMON,,,,Dry pine flatwoods or brush filled or grassy areas. ,36,96,"The most dangerous snake in North America. Venom is highly destructive to blood tissue. Stump Holes, gopher tortoise burrows serve as retreats. Their numbers have been reduced by land development and rattlesnake hunters. They are sit and wait predators that lay in a tight coil for hours at a time.  If they sense danger, they rattle their tails, generally to warn other animals of their presence.",Diurnal,Spring Summer Fall,Least Concern,Small mammals.,"Birds of prey, raccoons, bears, coyotes, and bobcats."
H0174,Reptilia,Squamata,Viperidae,Crotalus mitchellii,Speckled Rattlesnake,"635, 646",690,,,,,,COMMON,,,,,,,,"Prefers rugged rocky terrain, rocky outcrops, deep canyons, talus, chaparral amid rock piles and boulders, rocky foothills; sea level to 8000ft",23,52,"Active during the day in spring and fall, at night in summer.",Any,Spring Summer Fall,Least Concern,"Small mammals, birds, and lizards.","Birds of prey, raccoons, bears, coyotes, and bobcats."
H0175,Reptilia,Squamata,Viperidae,Crotalus molossus,Black-Tailed Rattlesnake,626,690,,,,,,,,COMMON,,,,,,"Most common in rocky mountainous areas; among rimrock and limestone outcrops, wooded stony canyons, chaparral, rocky streambeds.",28,49,"Generally considered an unaggressive rattlesnake. Active during the day in spring and fall, at night in summer. After a cool rain, it is not uncommon to find these rattlesnakes warming themselves on paved roads.",Any,Spring Summer Fall,Least Concern,Small mammals.,"Birds of prey, raccoons, bears, coyotes, and bobcats."
H0176,Reptilia,Squamata,Viperidae,Sistrurus catenatus,Eastern Massasauga,,696,UNKNOWN,,,,,,,,,,,,,"Usually found in damp lowland habitats, including bottomland forests, swamps, bogs, fens, marshes, sedge meadows, and wet prairies.",18,39,"It may be encountered sunning on mild days. Active during the day in spring and fall, at night in summer. They can swim well, but spend most of their time basking on high ground, such as on muskrat lodges, glass clumps, or rocks. ",Any,Spring Summer Fall,Vulnerable,Small mammals.,"Snakes, herons, and raccoons."
H0177,Reptilia,Squamata,Viperidae,Sistrurus miliarius barbouri,Dusky Pygmy Rattlesnake,,697,,,,,,,,,,COMMON,,,,"Everglades prairie, palmetto-pine flatwoods, sandhills, mixed pine-hardwood forest, borders of cypress ponds, and vicinity of lakes and marshes",15,30,"Fond of sunning, but active mostly at night after heavy rains when frogs are moving about. In cool weather, it is often found under vegetative debris. Commonly mistaken for the venomous Cottonmouth, it defends itself when disturbed.",Diurnal,Spring Summer Fall Winter,Least Concern,"Small frogs, lizards, snakes, and mammals.","Larger snakes, owls, possums, skunks, and raccoons."
