UniqueID,Class,Order,Family,ScientificName,CommonName,Ref,MichiganSleepingBear,GreatSmokyMountains,Acadia,YellowstoneGrandTeton,Glacier,JoshuaTree,Zion,Saguaro,MichiganIsleRoyale,Everglades,NorthCascadesOlympic,Redwoods,Yosemite,Habitat,LengthInches,WingspanInches,Notes,DailyActivity,YearlyActivity,IUCN,Diet,Predators
B0193,Aves,Passeriformes,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,309,,,,RARE - S/ UNCOMMON - S,OCCASIONAL - S,,COMMON - S,,,,,,,"Moist woods, forests, shady canyons. Breeds in forested regions, mostly in the mountains, and mostly in deciduous growth along streams through mixed or coniferous forest. Often forages in conifers such as pines or Douglas-firs, but not common in purely coniferous forest. ",,,,,,,,
B0194,Aves,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,310,COMMON - S,,COMMON - S,,OCCASIONAL - S,,,,UNCOMMON - S,UNCOMMON - W,,,,"Open woods, aspen groves, orchards, shade trees. Breeds in deciduous or mixed woodlands, seldom in purely coniferous groves. Usually around clearings or edges, but sometimes in the interior of dry woods. Winters in the tropics around woodland edges and second growth.",,,,,,,,
B0195,Aves,Passeriformes,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,312,,,,COMMON - S,COMMON - S,UNCOMMON - A,COMMON - S,,,,,OCCASIONAL - S,UNCOMMON - S,"Open coniferous forests with undergrowth, montane chaparral and dry brush, and riparian stands of willows or aspens.",,,,,,,,
B0196,Aves,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,314,COMMON - S,COMMON - A,COMMON - S,,,,,,RARE - S,COMMON - W,,,,"Streamsides, farms, woodland edges. Typically found near water in woodland or semi-open country.",,,,,,,,
B0197,Aves,Passeriformes,Tyrannidae,Sayornis saya,Says Phoebe,315,,,,UNKNOWN - S/ UNKNOWN - S,RARE - S,UNCOMMON - A,COMMON - A,COMMON - A,,,,,,"Scrub, canyons, ranches. Found in open or semi-open terrain, often in dry country, avoiding forested areas.",,,,,,,,
B0198,Aves,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,315,,,,,,OCCASIONAL - S,UNKNOWN - S,COMMON - S,,,,,,"Streamsides in arid country, savanna, ranches. In some areas, may be found in dry grassland or desert with scattered trees, but much more freuquent near water: short trees along streams, edges of ponds. ",,,,,,,,
B0199,Aves,Passeriformes,Tyrannidae,Empidonax hammondii,Hammonds Flycatcher,312,,,,UNCOMMON - S,COMMON - S,,,,,,COMMON - S/ COMMON - S,OCCASIONAL - S,COMMON - S,"Nests high in the canopy of mature coniferous forests. Breeds in cool coniferous forests, often where conifers such as Douglas-fir or spruce are mixed with aspens or other deciduous trees.",,,,,,,,
B0200,Aves,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,316,COMMON - S,UNCOMMON - S,COMMON - S,,,,,,OCCASIONAL - S,COMMON - A,,,,"Woodlands, groves. Breeds mainly in deciduous fores ot mixed forest, but avoids stands of conifers. May be found in either continuous deep forest or in more open wooded areas, around edges of clearings or abandoned orchards. Winters in tropics mostly around edges of forest or second growth.",,,,,,,,
B0201,Aves,Passeriformes,Tyrannidae,Myiarchus cinerascens,Ash-Throated Flycatcher,317,,,,,,COMMON - S,COMMON - S,COMMON - S,,,,OCCASIONAL - S,RARE - S,"Open, dry habitats. Semi-arid country, deserts, brush, mesquites, pinyon-juniper, dry open woods. Foundin a wide variety of lowland habitats, usually open and rather arid, avoiding mountains and forests. Most common in mesquite groves, pinyon-juniper hillsides, and other open woods, it may live in wide-open grassland if nest sites are available.",,,,,,,,
B0202,Aves,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,318,,,,RARE - S. UNKNOWN - S,OCCASIONAL - S,UNCOMMON - S,COMMON - S,UNCOMMON - S,,,,RARE - S,RARE - S,"Any open habitat where there are a few trees available. Semi-open country, farms. Breeds in open terrain with trees to provide nest sites. Semi-desert scrub; avoids true desert.",,,,,,,,
B0203,Aves,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,320,COMMON - S,UNCOMMON - S,COMMON - S,RARE - S/ UNCOMMON - S,UNCOMMON - S,,,,RARE - S,COMMON - S,,,,"Wood edges, river groves, garms, roadsides. In summer, requires open space for hunting and trees for nesting. Clearings within forest to open grassland with few scattered trees. OFten common around edges of marshes.",,,,,,,,
B0204,Aves,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,325,,,,RARE - S/ UNCOMMON - S,,COMMON - A,RARE - A,UNCOMMON - A,,UNCOMMON - A,,,,"Semi-open country with lookout posts; wires, trees, scrub. Breeds in any kind of semi-open terrain, from large clearings in wooded regions to open grassland or desert with a few scattered trees or large shrubs. In winter, may be in totally treeless country if fences or wires provide hunting perches.",,,,,,,,
B0205,Aves,Passeriformes,Laniidae,Lanius borealis,Northern Shrike,325,UNCOMMON - W,,UNKNOWN - W,UNCOMMON - W/ UNCOMMON - W,RARE - W,,,,UNCOMMON - W,,OCCASIONAL - W/ OCCASIONAL - W,,OCCASIONAL - W,"Semi-open country with lookout posts; trees, scrub. Breeds in far north in partly open or scattered spruce woods and in willow and alder scrub along streams or edges of tundra. Winters in similar semi-open areas, sometimes in open grassland with a few high perches, but seems to prefer some brushy areas nearby.",,,,,,,,
B0206,Aves,Passeriformes,Vireonidae,Vireo bellii,Bells Vireo,327,,,,,,OCCASIONAL - S,OCCASIONAL - S,COMMON - S,,,,,,"Willows, streamsides. Breeds in low dense growth, especially in second-growth scrub or brushy fields in Midwest, streamside thickets in Southwest, but also locally in chaparral, woodland edges, or scrub oaks. Winters in the tropics in dense low scrub, mostly near water",,,,,,,,
B0207,Aves,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,328,UNCOMMON - S,OCCASIONAL - S,OCCASIONAL - S,COMMON - S/ ABUNDANT - S,COMMON - S,,,,OCCASIONAL - S,,COMMON - S/ COMMON - S,COMMON - S,COMMON - S,"Deciduous and mixed woods, aspen groves, poplars, shade trees. Breeds in open deciduous or mixed woodland; also in orchards, shade trees of towns. Avoids unbroken mature forest. In the East, often in isolated groves near water. In the West, breeds in broad-leaved trees of mountains, canyons, and prairie groves. Winters in the tropics in open woods.",,,,,,,,
B0208,Aves,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,329,COMMON - S,ABUNDANT - S,COMMON - S,,UNCOMMON - S,,,,ABUNDANT - S,,,,,"Woodlands, shade trees, groves. Breeds in deciduous and mixed forest, occasionally in conifers. Also well wooded suburbs, orchards, parks. Prefers open woods with undergrowth of saplings, clearings or edges of burns, areas along streams in solid forest, or prairie groves. Winters in lowland tropical forest in South America.",,,,,,,,
B0209,Aves,Passeriformes,Vireonidae,Vireo solitarius,Blue-Headed Vireo,330,,ABUNDANT - S,COMMON - S,,,,,,,UNCOMMON - W,,,,"Mixed conifer-deciduous woods. Breeds in rather open woods, usually containing a mixture of conifers and deciduous trees. Migrants occur in any kind of woodland.",,,,,,,,
B0210,Aves,Passeriformes,Vireonidae,Vireo cassinii,Cassins Vireo,331,,,,,COMMON - S,,,,,,UNCOMMON - S/ RARE - S,COMMON - S,COMMON - S,"Coniferous, deciduous, and mixed woods. Breeds in rather open woods. Often found in oaks near the coast, in ponderosa pines and Douglas-firs in the interior, but may be in mixed coniferous-deciduous woods anywhere. Migrants occur in any kind of woodland.",,,,,,,,
B0211,Aves,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,331,,,,,,,COMMON - S,,,,,,,"Coniferous and mixed conifer-deciduous woods. Breeds in rather open woods, mainly in habitats dominated by ponderosa pine, but also where ponderosa is mixed with junipers or pinyon pines. May be especially common in areas with understory of oak. Migrants occur in any kind of woodland.",,,,,,,,
B0212,Aves,Passeriformes,Vireonidae,Vireo huttoni,Huttons Vireo,333,,,,,,,,,,,OCCASIONAL - A/ COMMON - A,UNCOMMON - A,UNCOMMON - S,"Woods and adjacent brush; prefers oaks. Breeds in oak and pine-oak forests, preferring evergreen oaks, or in tall chaparral. Also lives in mountain canyons in sycamores, maples, and willows along streams. In Pacific states, may be found in the shrubby understory of humid Douglas-fir and redwood forests. Winters in breeding habitat, also sometimes in thickets along lowland streams.",,,,,,,,
B0213,Aves,Passeriformes,Vireonidae,Vireo altiloquus,Black-Whiskered Vireo,329,,,,,,,,,,COMMON - S,,,,"Mangroves; low woods. In Florida, breeds mainly in coastal mangrove swamps, but also in subtropical hardwoods on dry land, sometimes several miles inland. Migrants wandering beyond southern Florida may be in any kind of forest, but usually close to the coast. In winter in South America, found in open woods and forest edge.",,,,,,,,
B0214,Aves,Passeriformes,Paridae,Baeolophus ridgwayi,Juniper Titmouse,337,,,,,,,COMMON - A,,,,,,,"Pinyon-juniper woodland; locally river woods, shade trees. Found mainly in open woods of pinyon pine and juniper, as well as in oak or pine-oak woods.",,,,,,,,
B0215,Aves,Passeriformes,Paridae,Baeolophus bicolor,Tufted Titmouse,336,,COMMON - A,,,,,,,,,,,,"Woodlands, shade trees, groves. Mostly in deciduous forest with tall trees, sometimes in mixed forest. Can live in orchards, suburbs, or even city parks if trees are large enough.",,,,,,,,
B0216,Aves,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,338,COMMON - A,COMMON - A,ABUNDANT - A,UNCOMMON - A/ COMMON - A,COMMON - A,,,,COMMON - A,,COMMON - A/ UNCOMMON - A,,,"Mixed and deciduous woods; willow thickets, groves, shade trees. Most common in open woods and forest edge, especially where birches or alders grow; avoids purely coniferous forest. Where it overlaps with other chickadee species in the north and west, Black-capped is mostly restricted to deciduous groves. Will live in suburbs as long as nest sites are available.",,,,,,,,
B0217,Aves,Passeriformes,Paridae,Poecile gambeli,Mountain Chickadee,339,,,,ABUNDANT - A/ COMMON - A,COMMON - A,,COMMON - A,,,,,,ABUNDANT - A,"Mountain forests, conifers; lower levels in winter. Breeds in a variety of coniferous stands, including forests of pine, spruce, fir, or Douglas-fir, also groves of aspen in coniferous zones. Sometimes in lower habitats such as pine-oak or pinyon-juniper, and rarely breeds in cottonwood groves in lowlands. May wander to lowlands in winter, occupying planted conifers if available.",,,,,,,,
B0218,Aves,Passeriformes,Paridae,Poecile rufescens,Chestnut-Backed Chickadee,341,,,,,,,,,,,ABUNDANT - A/ ABUNDANT - A,ABUNDANT - A,UNCOMMON - A,"Moist conifer forests; adjacent oaks, shade trees. In much of its range, a bird of dense, moist coniferous forest, with trees such as spruce, fir, tamarack, hemlock, and others. In southern part of range, lives in pine-oak woods and in redwood forest with understory of alders and willows, also in oak woods and in groves of willows along streams.",,,,,,,,
B0219,Aves,Passeriformes,Paridae,Chamaea fasciata,Wrentit,344,,,,,,,,,,,,ABUNDANT - A,COMMON - A,"Chaparral, brush, parks, garden shrubs. Within its range, the Wrentit inhabits most kinds of dense low growth. Most common in chaparral, thickets of poison oak, and coastal sage scrub; also lives in streamside thickets and in shrubby areas in suburbs and city parks. Extends very locally to edge of desert.",,,,,,,,
B0220,Aves,Passeriformes,Remizidae,Auriparus flaviceps,Verdin,,,,,,,COMMON - A,UNKNOWN - A,COMMON - A,,,,,,"Brushy desert valleys, mesquites. Most common in Sonoran desert and mesquite woods at lower elevations. Also lives in other kinds of low open brush, including desert stands of acacia and paloverde, thickets of saltcedar, low riverside woods. Common in suburbs of some southwestern towns.",,,,,,,,
B0221,Aves,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,342,,,,,,,COMMON - A,,,,,UNKNOWN - A,UNCOMMON - A,"Yellow pines, other pines, Douglas fir. Yellow pine (the commercial name for ponderosa and Jeffrey pines) is main habitat element throughout mountains of west; also occurs in Monterey pine on California coast. In some places extends into pinyon-juniper woodland and redwood canyons. On rare visits to lowlands, likely to be in planted conifers.",,,,,,,,
B0222,Aves,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,342,COMMON - A,COMMON - A,COMMON - A,UNCOMMON - A,RARE - A,,,,RARE - A,,,,COMMON - A,"Forests, woodlots, groves, shade trees. Typically in mature deciduous forest, also in mixed forest with some conifers; rarely found in pure coniferous forest. Often favors woodland edge, along rivers, roads, clearings; may be in suburbs or parks as long as large trees are present.",,,,,,,,
B0223,Aves,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,343,COMMON - A,COMMON - A,ABUNDANT - A,COMMON - A,COMMON - A,,,,COMMON - A,,COMMON - A/ ABUNDANT - A,UNKNOWN - A,COMMON - W,"Conifer forests; in winter, also other trees. Nesting habitat almost always has many conifers, such as spruce, fir, hemlock, either in pure stands or mixed with deciduous trees. Mature forest preferred, perhaps because old decaying wood needed for nest sites. In migration and winter may appear in any wooded habitat, but conifers always chosen if available.",,,,,,,,
B0224,Aves,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,344,ABUNDANT - A,COMMON - A,COMMON - A,UNCOMMON - A/ COMMON - A,COMMON - A,,,,COMMON - A,,UNCOMMON - A/ COMMON - A,COMMON - A,COMMON - W,"Woodlands, groves, shade trees. Breeds in mature forest, either coniferous or deciduous, with many large trees, ranging from mountain pine woods to lowland swamp forest. In migration, may be found in any habitat with at least a few good-sized trees, even suburbs or city parks.",,,,,,,,
B0225,Aves,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,347,,,,COMMON - A,COMMON - A,,,,,,COMMON - A/ COMMON - A,UNCOMMON - A,UNCOMMON - A,"Fast-flowing streams in mountains. Breeds along swift, rocky streams, seeming to favor clear, cold water, often in narrow canyons. Mostly lives in mountainous areas, but sometimes (especially in Alaska) may be along streams through level country, even near sea level. In winter, may move to streams at lower elevations, sometimes accepting narrow creeks or slower-moving rivers.",,,,,,,,
B0226,Aves,Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,Cactus Wren,347,,,,,,COMMON - A,,COMMON - A,,,,,,"Cactus, yucca, mesquite; arid brush, deserts. Lives in a variety of low dry habitats. Most numerous in desert, in areas with thorny shrubs and cactus, especially where cholla cactus is common; also found in mesquite brush, in towns, and locally in coastal chaparral where cactus grows.",,,,,,,,
B0227,Aves,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,348,COMMON - S,,,COMMON - S,,,,,,COMMON - W,,UNCOMMON - S,COMMON - S,"Open woods, thickets, towns, gardens. Breeds in a wide variety of semi-open habitats, including suburbs, orchards, woodlots, open forest, streamside groves, mountain pine-oak woods, and many others. Winters mostly in areas of dense low growth, including thickets and streamside brush.",,,,,,,,
B0228,Aves,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewicks Wren,349,,,,,,COMMON - W,COMMON - W,COMMON - W,,,OCCASIONAL - A/ UNCOMMON - A,UNCOMMON - A,UNCOMMON - A,"Thickets, underbrush, gardens. In the west, found in many brushy or wooded habitats at lower elevations, including undergrowth in woods of oak and pine, streamside groves, chaparral, desert washes, suburban areas. In the east (where now scarce), mostly in brushy areas around the edges of woods.",,,,,,,,
B0229,Aves,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren,351,,,,,,COMMON - A,COMMON - A,COMMON - A,,,,,,"Cliffs, canyons, rockslides; stone buildings. Generally around areas with steep rock faces and some dense low growth, as in steep-walled canyons or around the bases of cliffs; also in boulder fields and sometimes around stone buildings. May move into denser streamside vegetation away from cliffs in winter.",,,,,,,,
B0230,Aves,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,348,COMMON - S,COMMON - A,COMMON - S,,,,,,COMMON - S,,,,,"Woodland underbrush; conifer forests (summer). Breeds mostly in moist coniferous forest with an understory of dense thickets, often close to water. Winters in very dense low growth in woods, especially along streambanks or among tangles, brushpiles, and fallen logs.",,,,,,,,
B0231,Aves,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren,351,,,,UNCOMMON - S/ COMMON - S,,COMMON - W,COMMON - A,COMMON - W,,,,,,"Rocky slopes, canyons. Breeds in a variety of rocky places. Found at elevations from low canyons to high in mountains, wherever surroundings are very open and arid, but scarce in hot desert regions in summer. Winters in rocky places at low elevations; sometimes on rock levees or on stone riprap below dams, especially when it wanders east. In the absence of rocks it may establish winter territory around stacks of hay bales, pieces of farm equipment, or other landmarks.",,,,,,,,
B0232,Aves,Passeriformes,Troglodytidae,Troglodytes pacificus,Pacific Wren,,,,,,,,,,,,COMMON - A/ ABUNDANT - A,COMMON - A,UNCOMMON - A,"Dense coniferous forests, also more open habitats on Alaskan islands, woodlands and brush in winter in the southwest. Breeds most commonly in moist coniferous forest with an understory of dense thickets in the Pacific northwest. In winter, some are found in dense low growth in woods, especially along streambanks or among tangles, brushpiles, and fallen logs. Populations on the Aleutian and Pribilof islands in Alaska may live in more open habitats.",,,,,,,,
B0233,Aves,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,356,,,COMMON - S,ABUNDANT - S,COMMON - S,,UNKNOWN - W,,,,UNCOMMON - W/ COMMON - W,ABUNDANT - W,ABUNDANT - S,"Conifers in summer; other trees and brush in winter. Breeds in coniferous forest, including those of spruce, fir, Douglas-fir, and some pine woods. Winters in a wide variety of habitats, mainly in open deciduous woods, also in coniferous and mixed woods, mesquite brush, streamside thickets.",,,,,,,,
B0234,Aves,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,356,COMMON - A,COMMON - W,COMMON - A,UNCOMMON - A,COMMON - A,,,,COMMON - A,,ABUNDANT - A/ ABUNDANT - A,ABUNDANT - A,ABUNDANT - A,"Mostly conifers; in winter, sometimes other trees. Breeds in dense coniferous forest, especially those of spruce, fir, and hemlock, less often in Douglas-fir or pines. In migration and winter may be found in deciduous trees, but tends to seek out conifers even then, including pine groves and exotic conifers planted in cemeteries and parks.",,,,,,,,
B0235,Aves,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,358,,COMMON - S,,,,,ABUNDANT - S,,,ABUNDANT - W,,,,"Open woods, oaks, pines, thickets. Breeding habitat varies with region. In east, mostly in deciduous forest dominated by oak, ash, or maple, or in southern pine woods with understory of oak. In west, often in more scrubby habitat, including pinyon-juniper woods, chaparral, streamside trees, oak forest. Winters in wooded or brushy areas, often near water.",,,,,,,,
B0236,Aves,Passeriformes,Polioptilidae,Polioptila melanura,Black-Tailed Gnatcatcher,358,,,,,,COMMON - A,,COMMON - A,,,,,,"Desert brush, ravines, dry washes, mesquites. Found in many dry, scrubby habitats. Most common in Sonoran desert with varied growth of mesquites, acacias, and paloverdes, but also found in low acacia scrub and on open flats of creosote bush.",,,,,,,,
B0237,Aves,Passeriformes,Parulidae,Setophaga petechia,Yellow Warbler,363,COMMON - S,UNCOMMON - S,COMMON - S,S COMMON/ ABUNDANT - S,UNCOMMON - S,,,,,,UNCOMMON - S/ COMMON - S,COMMON - S,COMMON - S,"Bushes, swamp edges, streams, gardens. Breeds in a variety of habitats in east, including woods and thickets along edges of streams, lakes, swamps, and marshes, favoring willows, alders, and other moisture-loving plants. Also in dryer second-growth woods, orchards, roadside thickets. In west, restricted to streamside thickets. In winter in the tropics, favors semi-open country, woodland edges, towns.",,,,,,,,
B0238,Aves,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,367,COMMON - S,UNCOMMON - S,ABUNDANT - S,COMMON - S,COMMON - S,,,,UNCOMMON - S,COMMON - A,UNCOMMON - S/ COMMON -S,COMMON - S,OCCASIONAL - S,"Swamps, marshes, wet thickets, edges. Breeds most abundantly in marshes and other very wet habitats with dense low growth. Also nests in briars, moist brushy places, tangles of rank weeds and shrubbery along streams, and overgrown fields, but is generally scarce in drier places. In migration and winter, still most common in marshes, but also occurs in any kind of brushy or wooded area.",,,,,,,,
B0239,Aves,Passeriformes,Parulidae,Parula americana,Northern Parula,372,,COMMON - S,COMMON - S,,,,,,UNCOMMON - S,COMMON - W,,,,"Breeds mainly in humid woods where either Usnea or Spanish Moss hangs from the trees (but also in some woods where neither is found.) Nests mainly in humid coniferous and deciduous forests, especially those with abundant tree lichens, in swamps or along edges of ponds, lakes, or slow-moving streams. In migration and winter, frequents almost any kind of trees.",,,,,,,,
B0240,Aves,Passeriformes,Parulidae,Setophaga virens,Black-Throated Green Warbler,386,COMMON - S,ABUNDANT - S,ABUNDANT - S,,,,,,ABUNDANT - S,,,,,"Mainly conifers. Breeds mostly in coniferous and mixed forests, very locally in deciduous forest. Often nests around spruce, also in white pine, hemlock, red cedar, and jack pine. An isolated race on the southern Atlantic Coast breeds in cypress swamps. During migration, occurs widely in woodland and edges. Usually winters in foothills and mountains among oaks and pines.",,,,,,,,
B0241,Aves,Passeriformes,Parulidae,Setophaga caerulescens,Black-Throated Blue Warbler,373,,COMMON - S,COMMON - S,,,,,,COMMON - S,,,,,"Interior of hardwood and mixed deciduous-coniferous forests. Breeds in large areas of relatively undisturbed forests of maple, birch, beech, eastern hemlock, spruce, and fir; mainly in forest containing a dense undergrowth of shrubs (especially rhododendron bogs) and vine tangles. During migration, tends to be in shrubby or forested places. In winter, inhabits dense tropical woods as well as fence rows and gardens.",,,,,,,,
B0242,Aves,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,374,COMMON - S,UNCOMMON - S,ABUNDANT - S,,,,,,COMMON - S,COMMON - W,,,,"Second-growth woods, river groves. Breeds in open deciduous and mixed woodland, preferring edges of forests or second growth. Attracted also to roadside trees, shrubby and tree-lined stream banks, and ponds. Will nest in second-growth maples, birch, and aspen following fire in coniferous forests. In the Northwest, prefers willow and alder thickets. In winter in the tropics, found in lowland woods.",,,,,,,,
B0243,Aves,Passeriformes,Parulidae,Geothlypis tolmiei,MacGillivrays Warbler,367,,,,,,,,,,,COMMON - S/ COMMON - S,UNCOMMON - S,UNCOMMON - S,"Low dense undergrowth; shady thickets. Breeds in thickets of willow and alder, near stream bottoms or at edge of coniferous or mixed forest. Favors new growth in logged or burned areas (especially with dead and fallen trees), brushy thickets near low moist ground, and thicketed mountain canyons. In winter in the tropics, occurs in forest undergrowth in foothills and mountains.",,,,,,,,
B0244,Aves,Passeriformes,Parulidae,Dendroica occidentalis,Hermit Warbler,387,,,,,,,,,,,OCCASIONAL - S/ ABUNDANT - S,COMMON - S,COMMON - S,"Conifer forests; in migration, conifers and deciduous woods. Breeds mostly in moist, dense forests near sea level, especially in forests of Douglas-fir, hemlock, and western redcedar. Also nests in cooler, wetter forests of fir and other trees at higher elevations. In winter found in pine-oak forests of mountains in Mexico, also in oaks and conifers along California coast.",,,,,,,,
B0245,Aves,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,378,COMMON - S,UNCOMMON - S,,,,,,,RARE - S,COMMON - A,,,,"Chiefly open pine woods, pine barrens. Usually breeds in open pine woods, especially southern longleaf pine forest, sandy barrens of pitch pine with scrub oak undergrowth, jack-pine barrens, and similar habitats. Also sometimes in cedar or cypress. In winter, occurs in a wider variety of habitats including heavily wooded bottomlands, orchards, thickets, woodland edges.",,,,,,,,
B0246,Aves,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,379,,,,,,,,,COMMON - S,ABUNDANT - W,,,,"Wooded borders of muskeg (summer). In migration, low trees, bushes, ground. Breeds in sphagnum bogs with scattered cedar, tamarack, and spruce trees. The western race also breeds in dry pine barrens of boreal forests with ground cover of blueberry, bearberry, and sweet fern. In migration, frequents old hedgerows, edges of streams and ponds, overgrown fields, and open pastures.",,,,,,,,
B0247,Aves,Passeriformes,Parulidae,Wilsonia pusilla,Wilsons Warbler,368,,,,UNCOMMON - S/ COMMON - S,COMMON - S,,,,,,UNCOMMON - S/ COMMON - S,COMMON - S,UNCOMMON - S,"Thickets along wooded streams, moist tangles, low shrubs, willows, alders. Breeds as far north as timberline, in thickets, second-growth, bogs, or in alder and willow groves near streams and ponds. In migration and winter, occurs from hot lowland thickets up to cool mountain woods; always in scrubby overgrown clearings and thin woods, not in the interior of dense forest.",,,,,,,,
B0248,Aves,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,365,COMMON - S,,,,,,,,ABUNDANT - S,,,,,"Cool, open mixed woods with undergrowth; forest edges, bogs. Breeds in deciduous, coniferous, and streamside woodlands, also bogs and thickets. Favors cedar and spruce bogs in northern part of range, abandoned fields and mountain pastures with saplings and young trees in eastern United States. In the west, breeds in thickets of manzanita and other shrubs near belts of pine and fir.",,,,,,,,
B0249,Aves,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,382,COMMON - S,COMMON - S,COMMON - S,,,,,,COMMON - S,,,,,"Slashings, bushy pastures. Habitat specialist, expanding range since 19th century as forests were cut over in the eastern United States. Breeds in second-growth deciduous woods, overgrown fields, and edge habitat. Prefers brushy thickets, briers, and brambles. Winters in tropics in forest edge and second growth.",,,,,,,,
B0250,Aves,Passeriformes,Parulidae,Setophaga coronata,Yellow-Rumped Warbler,384,ABUNDANT - S,,COMMON - S,ABUNDANT - S,COMMON - S,,COMMON - W,,COMMON - S,ABUNDANT - W,N/ COMMON - N,ABUNDANT - A,OCCASIONAL - S,"Conifer forests. In winter, varied; open woods, brush, thickets, gardens, even beaches. In the North, breeds in coniferous and mixed forests, preferring more open stands and edges in pine, fir, spruce, aspen; also spruce-tamarack bogs. In West, breeds up to 12,000' in mountain conifer forests. In winter, common in many lowland habitats, especially coastal bayberry thickets in East and streamside woods in West.",,,,,,,,
B0251,Aves,Passeriformes,Parulidae,Setophaga nigrescens,Black-Throated Gray Warbler,384,,,,,,,COMMON - S,,,,UNCOMMON - S/ ABUNDANT - S,COMMON - S,COMMON - S,"Dry oak slopes, pinyons, junipers, open mixed woods. Breeds in dry coniferous and mixed woods, especially of oak, juniper, and pinyon pine. Also frequents manzanita thickets and chaparral. Prefers open areas, as in second-growth, forest edges, or dry hillsides or canyons. In winter in Mexico, found in lowland dry forest, dense thorn scrub, and pine-oak woods.",,,,,,,,
B0252,Aves,Passeriformes,Parulidae,Dendroica townsendii,Townsends Warbler,386,,,,,COMMON - S,,,,,,COMMON - S/ ABUNDANT - S,COMMON - W,,"Tall conifers, cool fir forests; in winter, also oaks, madrones, laurels. Breeds in tall, dense coniferous forest of the Pacific Northwest, both in the humid coastal belt and in the mountains. In winter in the tropics, found mostly in mountain forests of pine, oak, and alder. Along California coast, winters in oak woods and in conifers. Migrants occur in mountain conifer forests and in streamside trees in lowlands.",,,,,,,,
B0253,Aves,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird,388,ABUNDANT - S,ABUNDANT - S,COMMON - S,,,,,,ABUNDANT - S,,,,,"Near ground in leafy woods; in migration, thickets. Needs large tracts of mature deciduous or mixed forest for successful breeding. Will nest in a wide variety of forest types, as long as they have a closed canopy cover, large trees, and little ground cover. In winter (mostly in tropics), lives in forests and thickets, from dry lowlands to wet forests in the foothills.",,,,,,,,
B0254,Aves,Passeriformes,Parulidae,Mniotilta varia,Black-and-White Warbler,388,COMMON - S,COMMON - S,COMMON - S,,,,,,UNCOMMON - S,COMMON - W,,,,"Woods; trunks, limbs of trees. Breeds in mature or second-growth forests, deciduous and mixed. Often in woods on dry, rocky hillsides and ravines. Also nests in dry portions of wooded swamps. In migration, seen most often on trunks and low branches of trees within woodlands and thickets. In winter in the tropics, found in trees from sea level to high in the mountains.",,,,,,,,
B0255,Aves,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,392,COMMON - S,UNCOMMON - A,UNCOMMON - S,,,,,,,COMMON - A,,,,"Open country with scattered trees; farms, roadsides. Breeds in many kinds of semi-open habitats, including cut-over or burned areas, forest clearings, farm country, open pine woods; locally in suburbs where there are extensive lawns and good nest sites. Wanders to other habitats in winter.",,,,,,,,
